id,rut_unidad,nombre_unidad,calle_unidad,numero_unidad,comuna_unidad,region_unidad,CodigoExterno,codunspsc,nomunspsc
292,61.607.901-8,Fármarcos,dipresrecepcion@custodium.com - Región de Magalla,MEDICAMENTOS AREA AMBULATORIA REPASO HCM 2022-2023,Punta Arenas,Región de Magallanes y de la Antártica,1058012-13-LQ22,85121900,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Farmacéuticos"
293,61.606.913-6,Fármacos,MONTT S/N,FÁRMACOS DE USO OCASIONAL Y OTROS,Cauquenes,Región del Maule ,1058062-11-LE22,51121700,Medicamentos y productos farmacéuticos / Medicamentos cardiovasculares / Medicamentos antihipertensivos
294,61.608.406-2,Fármarcos,Avda. Salvador # 364,CONVENIO SUMINISTRO DE PROPOFOL CON INCORPORACIÓN DE EQUIPAMIENTO POR 18 MESES PARA EL HOSPITAL DEL SALVADOR.,Alhué,Región Metropolitana de Santiago,1058085-138-LQ22,51142900,"Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Fármacos anestésicos, complementos relacionados y analépticos"
295,61.608.406-2,Fármarcos,Avda. Salvador # 364,CONVENIO SUMINISTRO DE MEDICAMENTOS SUJETOS A CONTROL LEGAL G-3 EN CASO DE NO DESPACHO DE CENABAST PARA EL HOSPITAL DEL SALVADOR ,Alhué,Región Metropolitana de Santiago,1058085-144-LE22,51142900,"Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Fármacos anestésicos, complementos relacionados y analépticos"
296,61.959.800-8,Fármarcos,Av. Las Torres #5150,SUMINISTRO DE MEDICAMENTOS ANESTÉSICOS Y OTROS INYECTABLES,Peñalolén,Región Metropolitana de Santiago,1058088-13-LQ22,51121500,Medicamentos y productos farmacéuticos / Medicamentos cardiovasculares / Agentes antiarrítmicos
297,61.608.102-0,Fármarcos,Gran Avenida Jose Miguel Carrera Nº3300,SUMINISTRO DE CICLOSPORINAS,San Miguel,Región Metropolitana de Santiago,1058090-13-LP22,51201500,Medicamentos y productos farmacéuticos / Medicamentos inmunomoduladores / Inmunodepresores
298,61.607.502-0,Fármarcos,Bienes y Servicios,Sueros para Hospital Base Valdivia,Valdivia,Región de Los Ríos,1058134-37-LE22,51102700,Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antisépticos
299,61.602.054-4,Fármarcos,,Convenio de suministro de Eltrombopag para requerimientos del Hospital Carlos Van Buren,,Región de Valparaíso ,1058141-10-LR22,51131800,Medicamentos y productos farmacéuticos / Medicamentos hematólicos / Agentes hemostáticos sistémicos y coagulantes
300,70.072.600-2,Junji - Región Ñuble,1033,"SERVICIO CAPACITACIÓN DENOMINADO EVALUACIÓN DE INSTRUMENTOS DE GESTIÓN EN EDUCACIÓN PARVULARIA, JUNJI REGIÓN DE ÑUBLE, JARDINES INFANTILES Y SALAS CUNAS DE ADMINISTRACIÓN DIRECTA",Chillán,Región del Ñuble,1059082-22-L122,80111500,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Consultorías para el desarrollo de recursos humanos"
301,62.000.410-3,Unidad de Estudio y Gestión,Carmen Sylva 2449,SERV. SUMINISTRO REPARACIÓN Y MANTENCIÓN SEDES DDN,Providencia,Región Metropolitana de Santiago,1062018-20-LE22,72102700,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Servicios de revestimiento o pavimentación de suelos"
302,61.202.000-0,Dirección de Obras Hidráulicas Región del Ñuble,No hay dirección de Unidad de Compra disponible,MEJORAMIENTO CANAL MATRIZ QUILLON 2022 ETAPA 2,,Región del Ñuble,1063487-6-O122,101000000,Consultoria / Consultoria / Planificación y Factibilidad
303,61.602.260-1,Bienes y Servicios,"GUILLERMO BUHLER 1765, OSORNO",SERVICIO TRASLADO DE PACIENTES DE HEMODIALISIS,Osorno,Región de los Lagos ,1063538-150-LQ22,78111800,"Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera"
304,61.202.000-0,Dirección de Vialidad - DR Ñuble - Licitación Obra,No hay dirección de Unidad de Compra disponible,"ESTUDIO DE INGENIERIA PUENTE ÑIPAS, RANQUIL, ÑUB",,Región del Ñuble,1068829-18-O122,102000000,Consultoria / Consultoria / Planificación y Factibilidad
305,69.270.200-k,Dirección  de Salud Municipal Chillán,Herminda Martín 557,“ADQUISICION DE INSUMOS PARA SALA DE REHABILITACION DE CESFAM ISABEL RIQUELME” DEPENDIENTE DE LA DIRECCION DE SALUD MUNICIPAL DE CHILLAN.CONVENIO REHABILITACION INTEGRAL.,Chillán,Región del Ñuble,1069417-180-L122,42251500,"Equipamiento y suministros médicos / Productos de rehabilitación, terapia ocupacional y física / Productos de terapia y evaluación sensorial, perceptual, cognitiva y de desteridad"
306,69.270.200-k,Dirección  de Salud Municipal Chillán,Herminda Martín 557,“ADQUISICION DE INSUMOS PARA SALA DE REHABILITACION DE CESFAM SOL DE ORIENTE” DEPENDIENTE DE LA DIRECCION DE SALUD MUNICIPAL DE CHILLAN.,Chillán,Región del Ñuble,1069417-185-L122,42251500,"Equipamiento y suministros médicos / Productos de rehabilitación, terapia ocupacional y física / Productos de terapia y evaluación sensorial, perceptual, cognitiva y de desteridad"
307,62.000.530-4,Hospital Dr. Ernesto Torres Galdames,Av. Héroes de la Concepción 502,nzmADQ. AT. ACC.VARIOS ELECTRICOS DE ALTA ROTACION,Iquique,Región de Tarapacá  ,1070620-52-LP22,39121100,Artículos eléctricos y de iluminación / Equipamiento y artículos eléctricos / Tableros y accesorios de control y distribución
308,62.000.530-4,Hospital Dr. Ernesto Torres Galdames,Av. Héroes de la Concepción 502,NDM ADQ CURSO CAPACITACION PARA FUNCIONARIOS,Iquique,Región de Tarapacá  ,1070620-58-LE22,86111600,"Educación, formación, entrenamiento y capacitación / Sistemas educativos complementarios / Educación de adultos"
309,61.602.222-9,Bienes y Servicio,GENERAL BONILLA #695,SERVICIOS MÉDICOS QUIRURGICOS DE CADERA,Angol,Región de la Araucanía ,1075337-101-LQ22,85121600,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Especialidades médicas"
310,61.606.001-5,Hospital Juan Noé,18 SEPTIEMBRE #1000,SERVICIO DE CONFECCIÓN DE APARATOS DE ORTODONCIA Y CONFECCIÓN DE PRÓTESIS SOBRE IMPLANTES,Arica,Región de Arica y Parinacota,1075963-216-LP22,85122000,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Servicios dentales"
311,61.606.001-5,Hospital Juan Noé,18 SEPTIEMBRE #1000,ADQUISICION DE FARMACO ONCOLOGICO IBRUTINIB 140 MG CP,Arica,Región de Arica y Parinacota,1075963-271-LE22,85111600,"Salud, servicios sanitarios y alimentación / Prevención y control de enfermedades / Prevención y control de enfermedades no contagiosas"
312,61.606.001-5,Hospital Juan Noé,18 septiembre N° 1000,CONVENIO PROCEDIMIENTOS ENDOSCÓPICOS HJNC 2022 2DO LLAMADO,Arica,Región de Arica y Parinacota,1075963-279-LE22,85121600,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Especialidades médicas"
313,61.606.500-9,FONDOS EXTRAPRESUPUESTARIOS,Condell 1231 tercer piso. ,SERVICIOS DE CAPACITACIÓN DEL CURSO MANEJO E INTERVENCIÓN EN CRISIS EN PACIENTES CON PATOLOGÍA EN SALUD MENTAL EN CENTROS DE URGENCIA APS,Valparaíso,Región de Valparaíso ,1078209-15-L122,80111500,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Consultorías para el desarrollo de recursos humanos"
314,61.607.800-3,Fondos Extrapresupuestarios,BERNARDO O´HIGGINS 755,Reposición Posta de Salud Rural La Tapera h,Cochrane,Región Aysén del General Carlos Ibáñez del Campo,1078779-7-LQ22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
315,60.505.628-8,SECCIÓN COMPRAS XII ZONA,4ta Comisaria Puerto Williams ,ADQUISICION DE REPUESTOS VEH. POLICIALES DODGE,Cabo de Hornos,Región de Magallanes y de la Antártica,1079445-48-LE22,25101700,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos de emergencia
316,60.505.206-1,SECCIÓN COMPRAS IV ZONA,"COLÓN N°681, LA SERENA COMUNA SERENA IV REGIÓN",REPARACIÓN VEHÍCULOS DODGE CARABINEROS COQUIMBO,La Serena,Región de Coquimbo ,1079505-29-LE22,25101700,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos de emergencia
317,61.979.370-6,SECCIÓN COMPRAS VII ZONA,CALLE 4 NORTE NRO.687,ADQUISICION DE TONER,Talca,Región del Maule ,1079566-38-LP22,44103100,"Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Suministros para impresora, fax y fotocopiadora"
318,61.979.300-5,SECCIÓN COMPRAS X ZONA,"MIRAMAR N° 1500, X REGIÓN ,CIUDAD PUERTO MONTT",ADQUISICION LEÑA EUCALIPTUS PARA PREFECTURA CHILOE,Puerto Montt,Región de los Lagos ,1079639-67-LE22,40101800,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos / Control de temperatura y ventilación / Piezas y accesorios para equipos de calefacción"
319,65.091.977-7,SECCIÓN COMPRAS ZONA SANTIAGO OESTE,"TENIENTE CRUZ NRO. 720, PUDAHUEL",SERVICIO DE REPARACION SISTEMA DE CAÑERIAS DE GAS PARA LA 44° COMISARIA LO PRADO,Pudahuel,Región Metropolitana de Santiago,1079866-37-L122,40142100,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos / Control y distribución de líquidos y gases / Tuberías"
320,65.091.977-7,SECCIÓN COMPRAS ZONA SANTIAGO OESTE,TENIENTE CRUZ 710 PUDAHUEL,SERVICIO REPARACION VEHICULOS FISCALES ZONA OESTE,Pudahuel,Región Metropolitana de Santiago,1079866-43-LE22,25101500,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos para turismo
321,61.607.900-k,Bienes y servicios - DSSM,Lautaro Navarro N° 829,Contenedor 40 pies High cubu,Punta Arenas,Región de Magallanes y de la Antártica,1080089-37-LE22,30201800,"Artículos para estructuras, obras y construcciones / Estructuras prefabricadas / Construcciones prefabricadas para emergencias"
322,61.606.203-4,Administración de Fondos,Calle Santa Rosa S/N°,Personal médico para la unidad de Senda,Tocopilla,Región de Antofagasta ,1081988-3-LE22,80111700,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Contratación de personal"
323,62.000.590-8,TECNICA,18 de Septiembre 530,ESTUDIO PASEO MIRADOR HUMEDAL B.EL TABLON QUIRIHUE,Chillán,Región del Ñuble,1085111-29-LE22,81101500,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información / Servicios profesionales de ingeniería / Ingeniería civil"
324,62.000.590-8,TECNICA,18 de Septiembre 530,NORMALIZACION Y MEJ. RUTA PEATONAL PINTO,Chillán,Región del Ñuble,1085111-34-O122,104000000,Consultoria / Consultoria / Planificación y Factibilidad
325,61.313.000-4,VII  Región - Oficina Regional del Maule,Bernardo O*higgins 1673,SERV. RECONVERSION A ECOSISTEMAS NATIVOS PROV.CAUQ,Talca,Región del Maule ,1090-12-LP22,70151800,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna / Cultivos forestales / Servicios de conservación forestal"
326,62.000.660-2,SLEPCH - EE - Programa 02,Blanco Encalada N° 255,SERVICIO DE CONSERVACIÓN DE ESTABLECIMIENTO COLEGIO INTEGRADO EDUARDO FREI MONTALVA ARICA,Arica,Región de Arica y Parinacota,1110404-88-LR22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
327,60.915.000-9,Agencia Nacional de Investigación y Desarrollo,facturacion@anid.cl,Seguro edificio Anid contenido y vehículos,Santiago,Región Metropolitana de Santiago,1111089-12-LE22,84131500,"Servicios financieros, pensiones y seguros / Seguros y jubilación / Seguros para estructuras, propiedades y bienes"
328,62.000.650-5,SLEP Gabriela Mistral  P02,"Santa Rosa 9412, La Granja",CONTRATO DE SUMINISTRO DE ARTÍCULOS DE OFICINA,La Granja,Región Metropolitana de Santiago,1113403-26-LR22,39111500,Artículos eléctricos y de iluminación / Artefactos y accesorios de iluminación / Iluminación de interiores
329,60.505.000-K,PREFECTURA GOPE,"AV. LIBERTADOR B O’HIGGINS NRO.1196, PISO 10",ADQUISICIÓN DE 52 PARES DE BOTAS TÁCTICAS,Santiago,Región Metropolitana de Santiago,1133592-5-LE22,73141700,"Servicios de producción y fabricación industrial / Industrias de fibras, textiles y tejidos / Producción de telas y cueros"
330,61.202.000-0,Dirección de Obras Hidráulicas  - IX Región,Av. Huérfano 1775,CONSERVACIÓN CANAL REGADÍO IMPERIAl ETAPA III-2022,Temuco,Región de la Araucanía ,1148-5-O122,101000000,Consultoria / Consultoria / Planificación y Factibilidad
331,61.202.000-0,Dirección de Obras Hidráulicas  - R.M.,Bandera 84 Piso 6°,CONSTRUCCIÓN DEL SSR QUINCANQUE SAN PEDRO,Santiago Centro,Región Metropolitana de Santiago,1150-29-LQ22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
332,61.202.000-0,Dirección de Arquitectura - Región Metropolitana,"Bombero Salas 1351, piso 4to piso.",Consultoría de diseño CONSTRUCCION CENTRO CERRADO CENTENARIO DE LA REGION METROPOLITANA,Santiago,Región Metropolitana de Santiago,1152-3-LS10,81101500,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información / Servicios profesionales de ingeniería / Ingeniería civil"
333,61.202.000-0,Dirección General de Aguas - XI Región,"Riquelme 465, Block B, 3° piso.",MANT. MAYOR A ESTACIONES RED HIDROMETEOROLOGICAS,Coyhaique,Región Aysén del General Carlos Ibáñez del Campo,1154-24-LE22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
334,61.602.057-9,Hospital Eduardo Pereira,"Enrique Ibsen s/n, Cerro Delicias",PATOS URINARIOS CHATAS Y RIÑONES DESECHABLES,Valparaíso,Región de Valparaíso ,1155-50-LQ22,47131700,Equipos y suministros de limpieza / Suministros de limpieza / Suministros para aseo
335,69.141.800-6,Adquisiciones Contratos y Licitaciones,12 de febrero 40,SERVICIO DE INTERNET SEGURIDAD DE REDES  TELEFONIA,Tucapel,Región del Biobío ,1161266-8-LE22,83111500,Servicios básicos y de información pública / Telecomunicaciones / Telefonía local y de larga distancia
336,62.000.830-3,HOSPITAL COMPLEJO ASISTENCIAL PADRE LAS CASAS,"Ruta 194 Kilómetro 0,7, Localidad de Makewe",Lic 48-22 Adquisición de Fármacos Analgésicos y Antiinflamatorios para Stock de Bodega de Farmacia del CAPLC,Padre Las Casas,Región de la Araucanía ,1171142-62-LQ22,51181700,Medicamentos y productos farmacéuticos / Hormonas y antagonistas hormonales / Corticosteroides
337,62.000.830-3,HOSPITAL COMPLEJO ASISTENCIAL PADRE LAS CASAS,"Ruta 194 Kilómetro 0,7, Localidad de Makewe",Lic 51-22 Adquisición de Medicamentos Inyectables por Quiebre de Stock en la Bodega de Farmacia para el CAPLC,Padre Las Casas,Región de la Araucanía ,1171142-68-LQ22,51131800,Medicamentos y productos farmacéuticos / Medicamentos hematólicos / Agentes hemostáticos sistémicos y coagulantes
338,62.000.820-6,PROGRAMA 02,Cochrane 867 Piso 2,SERVICIO DE BUSES DE ACERCAMIENTO ESCOLAR,Valparaíso,Región de Valparaíso ,1172239-30-LP22,78111800,"Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera"
339,61.607.400-8,Servicio de Salud Araucanía Sur,"Bulnes 590, Temuco",69-22: Retiro transporte y eliminación residuos,Temuco,Región de la Araucanía ,1175-104-LR22,76121900,Servicios de limpieza industrial / Eliminación y tratamiento de desechos / Eliminación de residuos peligrosos
340,62.000.890-7,Dirección Nacional,nueva york 54,SISTEMA DE REGISTRO DE INCIDENCIAS,Santiago,Región Metropolitana de Santiago,1177296-15-LP22,81111800,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información / Servicios informáticos / Administración de sistemas"
341,61.002.000-3,Unidad de Compras Nivel Central,Catedral N° 1772,Adquisición de Elementos Ergonómicos,Santiago,Región Metropolitana de Santiago,1186229-25-LE22,46182200,"Equipos y suministros de defensa, orden público, protección y seguridad / Seguridad y protección personal / Equipo de apoyo ergonómico"
342,69.255.300-4,Secretaria de Planificación,Javiera Carrera 736,Programa Veredas Plaza 4 De septiembre,El Bosque,Región Metropolitana de Santiago,1191688-63-LE22,30161700,"Artículos para estructuras, obras y construcciones / Materiales para terminaciones de interiores / Pisos"
343,69.255.300-4,Secretaria de Planificación,Javiera Carrera 736,Materiales para programa Cancha Pasto Sintético,El Bosque,Región Metropolitana de Santiago,1191688-65-LQ22,31163300,Artículos de fabricación y producción / Artículos de ferretería / Espaciadores
344,69.255.300-4,Secretaria de Planificación,"Javiera Carrera 736, El Bosque","Mejoramiento de Mobiliario Urbano sector 3,4,5 y 6 de la comuna de El Bosque",El Bosque,Región Metropolitana de Santiago,1191688-69-L122,10171500,Artículos para plantas y animales / Abonos y herbicidas / Abonos orgánicos
345,61.107.000-4,I.N.D. REGION III,,CONSERVACIÓN CARPETA DE PASTO SINTÉTICO ESTADIO LA CALDERA,,Región de Atacama ,1197-13-LR22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
346,61.107.000-4,I.N.D. REGION V,,PREMIOS Y ESTÍMULOS SISTEMA NACIONAL DE COMPETENCIAS 2,,Región de Valparaíso ,1198-25-LE22,49101700,"Equipos, suministros y accesorios deportivos y recreativos / Coleccionismo y condecoraciones o premios / Premios"
347,61.107.000-4,I.N.D. REGION XI,Dussen N° 376,SERVICIO DE PRODUCCIÓN DE FESTIVALES DEPORTIVOS,Coyhaique,Región Aysén del General Carlos Ibáñez del Campo,1201-33-LE22,90151600,"Servicios de Viajes, alimentación, alojamiento y entretenimiento / Entretenimiento / Espectáculos ambulantes"
348,70.885.500-6,ADMINISTRACIÓN DE CAMPUS,"Camino a los niches km 07, Curicó","PROVISIÓN E INSTALACIÓN EQUIPOS DE CLIMATIZACIÓN, PARA LABORATORIO ANALISIS DE SUELO, EDIFICIO AGROFORESTAL EN CAMPUS LIRCAY, UNIVERSIDAD DE TALCA",Curicó,Región del Maule ,1208066-74-L122,40101700,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos / Control de temperatura y ventilación / Enfriamiento"
349,62.000.890-7,ADMINISTRACIÓN DIRECTA REGIÓN DE VALPARAÍSO,"Simón álamos 36-40, esquina 21 de mayo, Quillota",Seguros vehículos Institucionales Residencias,Quillota,Región de Valparaíso ,1208983-16-LE22,84131500,"Servicios financieros, pensiones y seguros / Seguros y jubilación / Seguros para estructuras, propiedades y bienes"
350,61.978.920-2,Compras Convenio GORE Arica y Parinacota FNDR,Av. General Velásquez 1775,Adquisición e Instalación de Equipamiento,Arica,Región de Arica y Parinacota,1212994-2-LE22,25174000,Vehículos y equipamiento en general / Componentes para vehículos en general / Sistema de refrigeración del motor
351,65.057.429-K,Unidad de compra Corporacion Aquisiciones,O'Higgins 800,CONVENIO DE ARTICULOS DE ASEO,Curicó,Región del Maule ,1216077-11-LE22,47131700,Equipos y suministros de limpieza / Suministros de limpieza / Suministros para aseo
352,61.107.000-4,I.N.D. REGION XV,ROMULO PEÑA N°1321,REQ.#71 PARLANTES ACTIVOS MD,Arica,Región de Arica y Parinacota,1236-20-L122,52161500,"Muebles, accesorios, electrodomésticos y productos electrónicos / Equipos y accesorios audiovisuales / Equipos audiovisuales y de electrónica menor"
353,61.923.200-3,PROGRAMAS REGIONALES - PROGRAMA 02,Bandera N° 46,DIAGNÓSTICO PLAN ACCIÓN REGIONAL CAMBIO CLIMATICO,Santiago Centro,Región Metropolitana de Santiago,1261-5-LQ22,77101700,Servicios medioambientales / Gestión medioambiental / Servicios de asesoría medioambiental
354,61.202.000-0,Dirección de Obras Portuarias - Valparaiso,"Melgarejo 669, piso 14","CONSERVACIÓN CALETA PUERTECITO, COMUNA SAN ANTONIO",Valparaíso,Región de Valparaíso ,1267-15-O122,101000000,Consultoria / Consultoria / Planificación y Factibilidad
355,61.202.000-0,Dirección de Obras Portuarias - Valdivia,General Lagos N°1471,Cons. Inf. Portuaria Valdivia y Sectores Costeros ,Valdivia,Región de Los Ríos,1271-12-O122,101000000,Consultoria / Consultoria / Planificación y Factibilidad
356,61.202.000-0,Dirección de Vialidad - VII Región - Provincia de Linares,Linares,adquisición Materiales de Construcción fierro,Linares,Región del Maule ,1291-13-LE22,11101700,"Productos derivados de minerales, plantas y animales / Minerales y metales / Metales base"
357,60.704.000-1,Direccion Regional de Atacama,"Los Carreras 691, Copiapó",Acciones Transversales Ferias y Eventos,Copiapó,Región de Atacama ,1331-11-LR22,80141600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios para la comercialización y distribución / Ventas y marketing"
358,61.202.000-0,Dirección de Vialidad - XIV Región - Dirección Regional,Yungay 621,Servicio de vigilancia presencial en recintos fiscales de la Dirección de Vialidad región de los Ríos.,Valdivia,Región de Los Ríos,1340-47-LQ22,92101500,"Servicios de defensa nacional, orden público y seguridad / Orden público y seguridad / Servicios de seguridad y policiales"
359,61.602.232-6,HOSPITAL HERNAN HENRIQUEZ ARAVENA - ABASTECIMIENTO,Manuel Montt 115,PPTA 254-22 “ADQUISICIÓN DE INSUMOS PARA PROCEDIMIENTOS DE ANGIOGRAFÍAS”,Temuco,Región de la Araucanía ,1380-150-LQ22,42294400,Equipamiento y suministros médicos / Productos quirúrgicos / Sistemas cardiacos y vasculares
360,61.602.232-6,HOSPITAL HERNAN HENRIQUEZ ARAVENA - ABASTECIMIENTO,Manuel Montt 115,PPTA 268-22 “ADQUISICIÓN DE APILADORES ELÉCTRICOS ANGOSTOS Y TRANSPALETAS ELÉCTRICOS”,Temuco,Región de la Araucanía ,1380-154-LE22,24102100,Equipamiento para manejo y estiba de materiales / Maquinaria para manejo de materiales / Equipo para almacenaje
361,61.602.232-6,HOSPITAL HERNAN HENRIQUEZ ARAVENA - ABASTECIMIENTO,Manuel Montt 115,SUMINISTRO DE TARJETAS DE ALIMENTACION PARA FUNCIONARIOS DEL HOSPITAL,Temuco,Región de la Araucanía ,1380-158-LQ22,93131600,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Ayuda y asistencia humanitaria / Política, planificación y programas de alimentación y nutrición"
362,61.602.232-6,HOSPITAL HERNAN HENRIQUEZ ARAVENA - ABASTECIMIENTO,Manuel Montt 115,PPTA 270-22 “ADQUISICIÓN DE EJERCITADOR AGUJAS GRIPPER Y OTROS”,Temuco,Región de la Araucanía ,1380-163-LE22,42142500,Equipamiento y suministros médicos / Suministros y productos clínicos / Agujas clínicas
363,61.004.051-9,Región del Maule,,CONSTRUCCIÓN DE RED CONTRA INCENDIO CCP PARRAL,,Región del Maule ,1391-29-LR22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
364,61.606.800-8,Servicio de Salud Ohiggins,Av. Bombero Villalobos 240.,Reactivos para Test Rápidos de Virus Respiratorios,Rancagua,Región del Libertador General Bernardo O´Higgins,1398-55-LE22,41116000,Equipamiento para laboratorios / Instrumentos de medida y experimentación / Reactivos de analizadores clínicos y diagnósticos
365,61.004.002-0,Región de Tarapacá,Sotomayor 728-A,Dirreg-constr. y habili. oficinas C.A.I.S. Iquique,Iquique,Región de Tarapacá  ,1407-20-LE22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
366,61.004.098-5,Región de Los Lagos,"AV. PRESIDENTE IBÁÑEZ 600, EDIFICIO SECTOR JUSTICIA, QUINTO PISO. CENTRO CÍVICO DE PUERTO MONTT.",MEJORAMIENTO CENTRO VACACIONAL BIENESTAR PTO MONTT,Puerto Montt,Región de los Lagos ,1413-29-H222,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
367,61.202.000-0,Dirección de Vialidad - V Región - Provincia de Valparaíso,Freire 102,Reparaciones de Cobertizos Caseta Y Cercos,Valparaíso,Región de Valparaíso ,1459-21-LE22,72101600,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Revestimientos de techos, paredes o metalistería"
368,70.885.500-6,Universidad de Talca,2 Norte 685,Provisión e Instalación de Muebles,Talca,Región del Maule ,1469-140-LE22,56122000,"Muebles y mobiliario / Mobiliario y accesorios institucional, escolar y educativo / Muebles de laboratorio"
369,70.885.500-6,Universidad de Talca,Campus Colchagua ramon Sanfurgo 980 Santa Cruz.," “IMPRESIÓN LIBRO DE LA COLECCIÓN PREMIO JOSÉ DONOSO, UNIVERSIDAD DE TALCA”",Santa Cruz,Región del Libertador General Bernardo O´Higgins,1469-145-L122,82121500,"Servicios editoriales, de diseño, publicidad, gráficos y artistas / Servicios de impresión y reproducción / Impresión"
370,70.885.500-6,Universidad de Talca,Campus Colchagua ramon Sanfurgo 980 Santa Cruz.,"“ADQUISICIÓN DE REACTIVOS Y MATERIAL DE LABORATORIO PARA PROYECTO ANILLO ACT210025, PARA EL INSTITUTO DE CIENCIAS BIOLÓGICAS UNIVERSIDAD DE TALCA”",Santa Cruz,Región del Libertador General Bernardo O´Higgins,1469-151-L122,30201900,"Artículos para estructuras, obras y construcciones / Estructuras prefabricadas / Construcciones médicas prefabricadas"
371,61.602.232-6,HOSPITAL HERNAN HENRIQUEZ ARAVENA - OPERACIONES,"Manuel Montt 115, Operaciones",PPTA 269-22 CONT. SERV. APOYO MANO OBRA LAVANDERIA,Temuco,Región de la Araucanía ,1488-45-LQ22,91111500,Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Servicios de lavado
372,69.140.800-0,I MUNICIPALIDAD DE SAN NICOLAS,Arturo Prat 202 - San Nicolás,MEJORAMIENTO PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS PUENTE ÑUBLE SAN NICOLÁS,San Nicolás,Región del Ñuble,1493-63-LQ22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
373,61.608.402-k,INSTITUTO NACIONAL DEL TORAX,José Manuel Infante  717,Insumos para Electrofisiología Convencional ,Providencia,Región Metropolitana de Santiago,1499-103-LQ22,42203400,"Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Artículos para imágenes vasculares, cardiología intervencional y laboratorio de cateterización cardiaca"
374,61.608.402-k,INSTITUTO NACIONAL DEL TORAX,José Manuel Infante  717,Medicamento Enoxaparina ,Providencia,Región Metropolitana de Santiago,1499-107-LQ22,51131600,Medicamentos y productos farmacéuticos / Medicamentos hematólicos / Anticoagulantes
375,61.608.402-k,INSTITUTO NACIONAL DEL TORAX,José Manuel Infante  717,Insumos para la Unidad de Cirugía Torácica,Providencia,Región Metropolitana de Santiago,1499-91-LQ22,42295400,Equipamiento y suministros médicos / Productos quirúrgicos / Suministros quirúrgicos auxiliares
376,61.608.402-k,INSTITUTO NACIONAL DEL TORAX,José Manuel Infante  717,Medicamentos Antimicrobianos de uso restringido endovenoso ,Providencia,Región Metropolitana de Santiago,1499-97-LQ22,51101500,Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antibióticos
377,61.202.000-0,Dirección de Obras Hidráulicas  - III Región,Calle Rancagua  N°  499 – Piso 3°- Edificio MOP,OBRA CONSERVACIÓN SSR CAMARONES,Copiapó,Región de Atacama ,1502-17-O122,101000000,Consultoria / Consultoria / Planificación y Factibilidad
